Time,Monday,,,,Tuesday,,,,Wednesday,,,,Thursday,,,,Friday,,,,Saturday,,,,Sunday,,,
,Location,Location Code,Miles,Energy,Location,Location Code,Miles,Energy,Location,Location Code,Miles,Energy,Location,Location Code,Miles,Energy,Location,Location Code,Miles,Energy,Location,Location Code,Miles,Energy,Location,Location Code,Miles,Energy
00:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
00:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
01:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
01:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
02:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
02:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
03:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
03:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
04:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
04:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
05:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
05:30,Travel,,0,,Travel,,0,,Travel,,0,,Travel,,0,,Travel,,0,,Home ,0,0,,Home ,0,0,
06:00,Travel,,11.8,,Travel,,11.8,,Travel,,11.8,,Travel,,11.8,,Travel,,11.8,,Home ,0,0,,Home ,0,0,
06:30,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Home ,0,0,,Home ,0,0,
07:00,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Home ,0,0,,Home ,0,0,
07:30,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Home ,0,0,,Home ,0,0,
08:00,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Home ,0,0,,Home ,0,0,
08:30,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Home ,0,0,,Home ,0,0,
09:00,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Home ,0,0,,Travel ,,0,
09:30,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Home ,0,0,,Other,5,10.4,
10:00,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Home ,0,0,,Other,5,10.4,
10:30,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Home ,0,0,,Other,5,10.4,
11:00,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Home ,0,0,,Other,5,10.4,
11:30,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Home ,0,0,,Travel,,10.4,
12:00,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Home ,0,0,,Home ,0,20.8,
12:30,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Home ,0,0,,Home ,0,20.8,
13:00,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Home ,0,0,,Home ,0,20.8,
13:30,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Home ,0,0,,Travel,,20.8,
14:00,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Work,1,23.6,,Home ,0,0,,Day Trip,3,34,
14:30,Travel,,23.6,,Travel,,23.6,,Travel,,23.6,,Travel,,23.6,,Travel,,23.6,,Home ,0,0,,Day Trip,3,34,
15:00,Travel,,35.4,,Travel,,35.4,,Travel,,35.4,,Travel,,35.4,,Travel,,35.4,,Home ,0,0,,Day Trip,3,34,
15:30,Home ,0,47.2,,Home ,0,47.2,,Home ,0,47.2,,Home ,0,47.2,,Home ,0,47.2,,Home ,0,0,,Day Trip,3,34,
16:00,Home ,0,47.2,,Home ,0,47.2,,Home ,0,47.2,,Home ,0,47.2,,Home ,0,47.2,,Home ,0,0,,Day Trip,3,34,
16:30,Home ,0,47.2,,Home ,0,47.2,,Home ,0,47.2,,Home ,0,47.2,,Home ,0,47.2,,Home ,0,0,,Day Trip,3,34,
17:00,Home ,0,47.2,,Home ,0,47.2,,Home ,0,47.2,,Home ,0,47.2,,Home ,0,47.2,,Home ,0,0,,Day Trip,3,34,
17:30,Home ,0,47.2,,Home ,0,47.2,,Home ,0,47.2,,Home ,0,47.2,,Home ,0,47.2,,Home ,0,0,,Day Trip,3,34,
18:00,Home ,0,47.2,,Home ,0,47.2,,Home ,0,47.2,,Home ,0,47.2,,Home ,0,47.2,,Home ,0,0,,Travel ,,34,
18:30,Home ,0,47.2,,Travel ,,47.2,,Home ,0,47.2,,Home ,0,47.2,,Home ,0,47.2,,Home ,0,0,,Home ,0,47.2,
19:00,Home ,0,47.2,,Other,5,57.6,,Home ,0,47.2,,Home ,0,47.2,,Home ,0,47.2,,Home ,0,0,,Home ,0,47.2,
19:30,Home ,0,47.2,,Other,5,57.6,,Home ,0,47.2,,Home ,0,47.2,,Travel ,,47.2,,Home ,0,0,,Home ,0,47.2,
20:00,Home ,0,47.2,,Other,5,57.6,,Home ,0,47.2,,Home ,0,47.2,,Other,5,57.6,,Home ,0,0,,Home ,0,47.2,
20:30,Home ,0,47.2,,Other,5,57.6,,Home ,0,47.2,,Home ,0,47.2,,Other,5,57.6,,Home ,0,0,,Home ,0,47.2,
21:00,Home ,0,47.2,,Travel,,57.6,,Home ,0,47.2,,Home ,0,47.2,,Other,5,57.6,,Home ,0,0,,Home ,0,47.2,
21:30,Home ,0,47.2,,Home ,0,68,,Home ,0,47.2,,Home ,0,47.2,,Other,5,57.6,,Home ,0,0,,Home ,0,47.2,
22:00,Home ,0,47.2,,Home ,0,68,,Home ,0,47.2,,Home ,0,47.2,,Travel,,57.6,,Home ,0,0,,Home ,0,47.2,
22:30,Home ,0,47.2,,Home ,0,68,,Home ,0,47.2,,Home ,0,47.2,,Home ,0,68,,Home ,0,0,,Home ,0,47.2,
23:00,Home ,0,47.2,,Home ,0,68,,Home ,0,47.2,,Home ,0,47.2,,Home ,0,68,,Home ,0,0,,Home ,0,47.2,
23:30,Home ,0,47.2,,Home ,0,68,,Home ,0,47.2,,Home ,0,47.2,,Home ,0,68,,Home ,0,0,,Home ,0,47.2,
