Time,Monday,,,,Tuesday,,,,Wednesday,,,,Thursday,,,,Friday,,,,Saturday,,,,Sunday,,,
,Location,Location Code,Miles,Energy,Location,Location Code,Miles,Energy,Location,Location Code,Miles,Energy,Location,Location Code,Miles,Energy,Location,Location Code,Miles,Energy,Location,Location Code,Miles,Energy,Location,Location Code,Miles,Energy
00:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
00:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
01:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
01:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
02:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
02:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
03:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
03:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
04:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
04:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
05:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
05:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
06:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
06:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
07:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
07:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
08:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
08:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
09:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Travel,,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
09:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Shopping,4,7.4,,Home ,0,0,,Home ,0,0,,Home ,0,0,
10:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Shopping,4,7.4,,Home ,0,0,,Home ,0,0,,Home ,0,0,
10:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Shopping,4,7.4,,Home ,0,0,,Home ,0,0,,Home ,0,0,
11:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Shopping,4,7.4,,Home ,0,0,,Travel ,,0,,Home ,0,0,
11:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Travel,,7.4,,Home ,0,0,,Other,5,10.4,,Home ,0,0,
12:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,14.8,,Home ,0,0,,Other,5,10.4,,Home ,0,0,
12:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,14.8,,Home ,0,0,,Other,5,10.4,,Travel ,,0,
13:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,14.8,,Home ,0,0,,Other,5,10.4,,Other,5,10.4,
13:30,Home ,0,0,,Travel ,,0,,Home ,0,0,,Home ,0,14.8,,Travel,,0,,Travel,,10.4,,Other,5,10.4,
14:00,Home ,0,0,,Other,5,10.4,,Home ,0,0,,Home ,0,14.8,,Day Trip,3,13.2,,Home ,0,20.8,,Other,5,10.4,
14:30,Home ,0,0,,Other,5,10.4,,Home ,0,0,,Home ,0,14.8,,Day Trip,3,13.2,,Home ,0,20.8,,Other,5,10.4,
15:00,Home ,0,0,,Other,5,10.4,,Home ,0,0,,Home ,0,14.8,,Day Trip,3,13.2,,Home ,0,20.8,,Travel,,10.4,
15:30,Home ,0,0,,Other,5,10.4,,Home ,0,0,,Home ,0,14.8,,Day Trip,3,13.2,,Travel,,20.8,,Home ,0,20.8,
16:00,Home ,0,0,,Travel,,10.4,,Home ,0,0,,Home ,0,14.8,,Day Trip,3,13.2,,Day Trip,3,34,,Home ,0,20.8,
16:30,Home ,0,0,,Home ,0,20.8,,Home ,0,0,,Home ,0,14.8,,Day Trip,3,13.2,,Day Trip,3,34,,Home ,0,20.8,
17:00,Home ,0,0,,Home ,0,20.8,,Home ,0,0,,Home ,0,14.8,,Day Trip,3,13.2,,Day Trip,3,34,,Home ,0,20.8,
17:30,Home ,0,0,,Home ,0,20.8,,Home ,0,0,,Home ,0,14.8,,Day Trip,3,13.2,,Day Trip,3,34,,Home ,0,20.8,
18:00,Home ,0,0,,Home ,0,20.8,,Home ,0,0,,Home ,0,14.8,,Travel ,,13.2,,Day Trip,3,34,,Home ,0,20.8,
18:30,Home ,0,0,,Home ,0,20.8,,Home ,0,0,,Home ,0,14.8,,Home ,0,26.4,,Day Trip,3,34,,Home ,0,20.8,
19:00,Home ,0,0,,Home ,0,20.8,,Home ,0,0,,Home ,0,14.8,,Home ,0,26.4,,Day Trip,3,34,,Home ,0,20.8,
19:30,Home ,0,0,,Home ,0,20.8,,Home ,0,0,,Home ,0,14.8,,Home ,0,26.4,,Day Trip,3,34,,Home ,0,20.8,
20:00,Home ,0,0,,Home ,0,20.8,,Home ,0,0,,Home ,0,14.8,,Home ,0,26.4,,Travel ,,34,,Home ,0,20.8,
20:30,Home ,0,0,,Home ,0,20.8,,Home ,0,0,,Home ,0,14.8,,Home ,0,26.4,,Home ,0,47.2,,Home ,0,20.8,
21:00,Home ,0,0,,Home ,0,20.8,,Home ,0,0,,Home ,0,14.8,,Home ,0,26.4,,Home ,0,47.2,,Home ,0,20.8,
21:30,Home ,0,0,,Home ,0,20.8,,Home ,0,0,,Home ,0,14.8,,Home ,0,26.4,,Home ,0,47.2,,Home ,0,20.8,
22:00,Home ,0,0,,Home ,0,20.8,,Home ,0,0,,Home ,0,14.8,,Home ,0,26.4,,Home ,0,47.2,,Home ,0,20.8,
22:30,Home ,0,0,,Home ,0,20.8,,Home ,0,0,,Home ,0,14.8,,Home ,0,26.4,,Home ,0,47.2,,Home ,0,20.8,
23:00,Home ,0,0,,Home ,0,20.8,,Home ,0,0,,Home ,0,14.8,,Home ,0,26.4,,Home ,0,47.2,,Home ,0,20.8,
23:30,Home ,0,0,,Home ,0,20.8,,Home ,0,0,,Home ,0,14.8,,Home ,0,26.4,,Home ,0,47.2,,Home ,0,20.8,
