Time,Monday,,,,Tuesday,,,,Wednesday,,,,Thursday,,,,Friday,,,,Saturday,,,,Sunday,,,
,Location,Location Code,Miles,Energy,Location,Location Code,Miles,Energy,Location,Location Code,Miles,Energy,Location,Location Code,Miles,Energy,Location,Location Code,Miles,Energy,Location,Location Code,Miles,Energy,Location,Location Code,Miles,Energy
00:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
00:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
01:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
01:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
02:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
02:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
03:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
03:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
04:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
04:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
05:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
05:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
06:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
06:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
07:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
07:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
08:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
08:30,Travel,,0,,Travel,,0,,Travel,,0,,Travel,,0,,Travel,,0,,Home ,0,0,,Home ,0,0,
09:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,
09:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,
10:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,
10:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,
11:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,
11:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,
12:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,
12:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,
13:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,
13:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,
14:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,
14:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Travel,,0,
15:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Day Trip,3,13.2,
15:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Day Trip,3,13.2,
16:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Day Trip,3,13.2,
16:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Travel,,0,,Day Trip,3,13.2,
17:00,Travel,,11.8,,Travel,,11.8,,Travel,,11.8,,Travel,,11.8,,Travel,,11.8,,Shopping,4,7.4,,Day Trip,3,13.2,
17:30,Home ,0,23.6,,Home ,0,23.6,,Shopping,4,19.2,,Home ,0,23.6,,Home ,0,23.6,,Shopping,4,7.4,,Day Trip,3,13.2,
18:00,Home ,0,23.6,,Home ,0,23.6,,Shopping,4,19.2,,Home ,0,23.6,,Home ,0,23.6,,Shopping,4,7.4,,Day Trip,3,13.2,
18:30,Travel,,23.6,,Home ,0,23.6,,Shopping,4,19.2,,Home ,0,23.6,,Home ,0,23.6,,Shopping,4,7.4,,Day Trip,3,13.2,
19:00,Other,5,34,,Home ,0,23.6,,Shopping,4,19.2,,Home ,0,23.6,,Home ,0,23.6,,Travel,,7.4,,Travel ,,13.2,
19:30,Other,5,34,,Home ,0,23.6,,Travel,,19.2,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,14.8,,Other,5,23.6,
20:00,Other,5,34,,Home ,0,23.6,,Home ,0,26.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,14.8,,Other,5,23.6,
20:30,Other,5,34,,Home ,0,23.6,,Home ,0,26.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,14.8,,Other,5,23.6,
21:00,Travel,,34,,Home ,0,23.6,,Home ,0,26.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,14.8,,Other,5,23.6,
21:30,Home ,0,44.4,,Home ,0,23.6,,Home ,0,26.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,14.8,,Travel,,23.6,
22:00,Home ,0,44.4,,Home ,0,23.6,,Home ,0,26.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,14.8,,Home ,0,34,
22:30,Home ,0,44.4,,Home ,0,23.6,,Home ,0,26.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,14.8,,Home ,0,34,
23:00,Home ,0,44.4,,Home ,0,23.6,,Home ,0,26.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,14.8,,Home ,0,34,
23:30,Home ,0,44.4,,Home ,0,23.6,,Home ,0,26.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,14.8,,Home ,0,34,
