Time,Monday,,,,Tuesday,,,,Wednesday,,,,Thursday,,,,Friday,,,,Saturday,,,,Sunday,,,
,Location,Location Code,Miles,Energy,Location,Location Code,Miles,Energy,Location,Location Code,Miles,Energy,Location,Location Code,Miles,Energy,Location,Location Code,Miles,Energy,Location,Location Code,Miles,Energy,Location,Location Code,Miles,Energy
00:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
00:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
01:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
01:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
02:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
02:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
03:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
03:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
04:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
04:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
05:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
05:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
06:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
06:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
07:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
07:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
08:00,Travel,,0,,Travel,,0,,Travel,,0,,Travel,,0,,Travel,,0,,Home ,0,0,,Travel ,,0,
08:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Other,5,10.4,
09:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Travel,,0,,Other,5,10.4,
09:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Day Trip,3,13.2,,Other,5,10.4,
10:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Day Trip,3,13.2,,Other,5,10.4,
10:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Day Trip,3,13.2,,Travel,,10.4,
11:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Day Trip,3,13.2,,Home ,0,20.8,
11:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Day Trip,3,13.2,,Home ,0,20.8,
12:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Day Trip,3,13.2,,Home ,0,20.8,
12:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Day Trip,3,13.2,,Home ,0,20.8,
13:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Day Trip,3,13.2,,Home ,0,20.8,
13:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Travel ,,13.2,,Home ,0,20.8,
14:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Shopping,4,20.6,,Home ,0,20.8,
14:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Shopping,4,20.6,,Home ,0,20.8,
15:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Shopping,4,20.6,,Travel,,20.8,
15:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Shopping,4,20.6,,Shopping,4,28.2,
16:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Travel,,20.6,,Shopping,4,28.2,
16:30,Travel,,11.8,,Travel,,11.8,,Travel,,11.8,,Travel ,,11.8,,Travel,,11.8,,Home ,0,28,,Shopping,4,28.2,
17:00,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Other,5,22.2,,Home ,0,23.6,,Home ,0,28,,Shopping,4,28.2,
17:30,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Other,5,22.2,,Home ,0,23.6,,Home ,0,28,,Travel,,28.2,
18:00,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Other,5,22.2,,Travel,,23.6,,Home ,0,28,,Home ,0,35.6,
18:30,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Other,5,22.2,,Shopping,4,31,,Home ,0,28,,Home ,0,35.6,
19:00,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Travel,,22.2,,Shopping,4,31,,Home ,0,28,,Home ,0,35.6,
19:30,Home ,0,23.6,,Travel,,23.6,,Home ,0,23.6,,Home ,0,22.2,,Shopping,4,31,,Home ,0,28,,Home ,0,35.6,
20:00,Home ,0,23.6,,Shopping,4,31,,Home ,0,23.6,,Home ,0,22.2,,Shopping,4,31,,Home ,0,28,,Home ,0,35.6,
20:30,Home ,0,23.6,,Shopping,4,31,,Home ,0,23.6,,Home ,0,22.2,,Travel,,31,,Home ,0,28,,Home ,0,35.6,
21:00,Home ,0,23.6,,Shopping,4,31,,Home ,0,23.6,,Home ,0,22.2,,Home ,0,38.4,,Home ,0,28,,Home ,0,35.6,
21:30,Home ,0,23.6,,Shopping,4,31,,Home ,0,23.6,,Home ,0,22.2,,Home ,0,38.4,,Home ,0,28,,Home ,0,35.6,
22:00,Home ,0,23.6,,Travel,,31,,Home ,0,23.6,,Home ,0,22.2,,Home ,0,38.4,,Home ,0,28,,Home ,0,35.6,
22:30,Home ,0,23.6,,Home ,0,41.4,,Home ,0,23.6,,Home ,0,22.2,,Home ,0,38.4,,Home ,0,28,,Home ,0,35.6,
23:00,Home ,0,23.6,,Home ,0,41.4,,Home ,0,23.6,,Home ,0,22.2,,Home ,0,38.4,,Home ,0,28,,Home ,0,35.6,
23:30,Home ,0,23.6,,Home ,0,41.4,,Home ,0,23.6,,Home ,0,22.2,,Home ,0,38.4,,Home ,0,28,,Home ,0,35.6,
