Time,Monday,,,,Tuesday,,,,Wednesday,,,,Thursday,,,,Friday,,,,Saturday,,,,Sunday,,,
,Location,Location Code,Miles,Energy,Location,Location Code,Miles,Energy,Location,Location Code,Miles,Energy,Location,Location Code,Miles,Energy,Location,Location Code,Miles,Energy,Location,Location Code,Miles,Energy,Location,Location Code,Miles,Energy
00:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
00:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
01:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
01:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
02:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
02:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
03:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
03:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
04:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
04:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
05:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
05:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
06:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
06:30,Travel,,0,,Travel,,0,,Travel,,0,,Travel,,0,,Travel,,0,,Home ,0,0,,Home ,0,0,
07:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,
07:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,
08:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,
08:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,
09:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,
09:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,
10:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,
10:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Travel,,0,
11:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Shopping,4,7.4,
11:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Travel,,0,,Shopping,4,7.4,
12:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Day Trip,3,13.2,,Shopping,4,7.4,
12:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Day Trip,3,13.2,,Shopping,4,7.4,
13:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Day Trip,3,13.2,,Travel,,7.4,
13:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Day Trip,3,13.2,,Home ,0,14.8,
14:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Day Trip,3,13.2,,Home ,0,14.8,
14:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Day Trip,3,13.2,,Home ,0,14.8,
15:00,Travel,,11.8,,Travel,,11.8,,Travel,,11.8,,Travel,,11.8,,Travel,,11.8,,Day Trip,3,13.2,,Home ,0,14.8,
15:30,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Day Trip,3,13.2,,Home ,0,14.8,
16:00,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Travel ,,13.2,,Home ,0,14.8,
16:30,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,26.4,,Home ,0,14.8,
17:00,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,26.4,,Travel ,,14.8,
17:30,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,26.4,,Other,5,25.2,
18:00,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Travel ,,23.6,,Home ,0,23.6,,Home ,0,26.4,,Other,5,25.2,
18:30,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Other,5,34,,Home ,0,23.6,,Home ,0,26.4,,Other,5,25.2,
19:00,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Other,5,34,,Home ,0,23.6,,Home ,0,26.4,,Other,5,25.2,
19:30,Home ,0,23.6,,Home ,0,23.6,,Travel,,23.6,,Other,5,34,,Home ,0,23.6,,Home ,0,26.4,,Travel,,25.2,
20:00,Home ,0,23.6,,Home ,0,23.6,,Shopping,4,31,,Other,5,34,,Home ,0,23.6,,Home ,0,26.4,,Home ,0,35.6,
20:30,Home ,0,23.6,,Home ,0,23.6,,Shopping,4,31,,Travel,,34,,Home ,0,23.6,,Home ,0,26.4,,Home ,0,35.6,
21:00,Home ,0,23.6,,Home ,0,23.6,,Shopping,4,31,,Home ,0,44.4,,Home ,0,23.6,,Home ,0,26.4,,Home ,0,35.6,
21:30,Home ,0,23.6,,Home ,0,23.6,,Shopping,4,31,,Home ,0,44.4,,Home ,0,23.6,,Home ,0,26.4,,Home ,0,35.6,
22:00,Home ,0,23.6,,Home ,0,23.6,,Travel,,31,,Home ,0,44.4,,Home ,0,23.6,,Home ,0,26.4,,Home ,0,35.6,
22:30,Home ,0,23.6,,Home ,0,23.6,,Home ,0,38.4,,Home ,0,44.4,,Home ,0,23.6,,Home ,0,26.4,,Home ,0,35.6,
23:00,Home ,0,23.6,,Home ,0,23.6,,Home ,0,38.4,,Home ,0,44.4,,Home ,0,23.6,,Home ,0,26.4,,Home ,0,35.6,
23:30,Home ,0,23.6,,Home ,0,23.6,,Home ,0,38.4,,Home ,0,44.4,,Home ,0,23.6,,Home ,0,26.4,,Home ,0,35.6,
